store_expense_id,store_id,expense_type,amount,expense_date
864,116,Repair,4435.59,2025-12-18
357,97,Cleaning,313.79,2025-08-09
5493,160,,,2025-11-11
10728,63,Internet,4584.57,2025-08-14
6405,105,Internet,644.63,2025-08-29
14202,179,Internet,8888.84,2025-07-21
11448,170,Electricity,4175.47,2025-04-07
18330,140,ELECTRICITY,6804.7,2025-06-23
3505,36,Internet,8978.79,2025-05-22
11656,160,Water,6106.44,2025-09-06
7020,129,Repair,7489.14,2025-06-24
17429,136,Water,9899.74,2025-07-19
7630,1,Security,7519.16,2025-06-18
5593,136,Security,,2025-12-12
17424,149,Cleaning,9759.1,2025-04-03
19804,141,Internet,5991.39,2025-08-05
9330,113,Security,8106.26,2025-03-11
13835,57,Security,3986.69,2025-03-27
8643,109,Internet,2790.69,2025-05-29
11449,28,Security,226.16,2025-03-22
2509,153,Electricity,8477.34,2025-09-27
11466,118,,369.59,2025-09-13
6780,117,cleaning,594.71,2025-06-15
17391,89,security,,2026-01-07
16810,188,Electricity,753.15,
4776,28,INTERNET,8283.86,2025-08-28
13398,44,Repair,4836.62,2026-01-28
279,90,Water,7034.57,2025-04-06
10081,129,Security,5904.91,2026-02-23
15000,123,Security,2548.24,2025-11-02
9819,80,Internet,3675.88,
4235,200,Security,258.29,
8246,180,Water,6710.65,2025-12-04
9804,153,repair,6774.33,2025-03-23
18311,124,Security,3665.66,2025-04-11
17585,188,,3244.15,2025-10-21
3589,115,Electricity,1303.72,
9125,61,Cleaning,3959.86,2025-11-02
499,41,Water,,2025-04-23
1682,107,Repair,9757.32,2025-10-07
18924,197,Cleaning,514.08,2026-01-28
7354,47,Repair,5467.39,2025-10-29
5616,48,Water,8396.45,2026-02-09
15510,58,electricity,1902.01,2025-08-24
13524,83,,8581.28,2025-10-15
4607,170,Repair,8468.94,2025-05-05
18554,73,Water,,2025-04-04
13872,160,Internet,3127.1,2025-07-28
7663,136,Repair,7789.88,2025-09-25
19616,103,Internet,1768.92,2025-05-09
17189,98,Cleaning,58.49,2026-01-08
379,27,Internet,8153.96,2025-04-25
18495,140,Security,5192.64,2025-12-15
14108,14,Security,2531.06,2025-08-17
9267,91,Water,2999.59,2025-03-08
18116,66,,998.97,2025-02-27
8501,111,Cleaning,4273.7,2025-04-19
2485,31,Water,4653.62,2025-05-22
3900,64,Electricity,8454.43,2025-09-16
2879,77,Cleaning,5931.75,2025-06-11
13009,123,Water,1651.32,2025-11-16
5646,27,Repair,2778.42,2026-02-21
1129,80,Security,3758.25,2025-08-05
1255,175,Internet,,2025-06-07
7880,109,,495.45,2025-10-27
5343,61,Water,958.69,2025-06-21
10356,89,,769.87,2025-11-30
5643,92,Security,3301.05,2025-08-31
3615,198,Security,,
1754,187,Water,2449.95,
16578,159,Internet,8512.69,2025-11-24
8619,153,Repair,,
12535,121,Repair,1536.85,2025-03-06
10679,103,,1922.59,2025-04-29
6921,19,Water,9347.39,2025-05-17
11888,171,Security,3013.87,
7722,80,water,9311.79,2025-10-11
17955,6,Internet,8854.89,2025-04-03
12409,3,Electricity,,2025-05-16
4043,8,Security,4703.43,2025-05-01
2472,116,Security,9642.09,
5793,71,Security,,2025-11-23
13026,41,Repair,84.93,2025-12-15
18804,97,Cleaning,4252.02,2025-10-09
3480,35,Electricity,4048.78,2025-03-12
18580,84,Security,3182.27,2025-10-16
4056,71,Repair,211.19,2025-09-05
5316,181,,4555.61,2025-04-02
9726,163,Cleaning,9663.47,2026-02-01
12881,154,Electricity,7563.67,2025-05-12
13385,20,cleaning,4487.35,2025-12-31
3268,194,Cleaning,5628.75,2025-12-07
18655,166,Security,7881.34,2025-08-05
5692,36,Cleaning,,2025-03-26
4839,136,Electricity,446.12,2025-06-27
5459,184,Water,9765.74,2025-03-20
18568,109,Water,7587.49,2025-10-04
15166,119,Repair,1631.7,2025-06-09
13199,71,Cleaning,3484.78,
7770,156,Electricity,7204.28,2025-09-23
17938,94,Internet,4688.6,2025-05-11
11671,61,Cleaning,3400.22,2025-12-12
16073,98,Internet,9648.62,2025-02-27
12941,5,Cleaning,2862.12,2025-05-02
13136,112,Cleaning,9950.77,2026-01-05
7793,85,Electricity,4317.43,2026-02-02
17737,107,Electricity,6810.5,2025-06-06
9753,122,,4943.98,2025-08-31
353,117,Internet,6604.0,2025-07-23
1700,128,Repair,5517.82,2025-07-25
19709,74,Repair,808.37,2026-01-29
258,195,Security,6975.5,2025-02-26
19119,60,Cleaning,5588.23,2025-06-06
15459,1,Internet,6811.56,2026-02-15
19975,82,Security,7644.77,2026-01-02
15943,199,Repair,5913.92,2025-05-25
796,174,Electricity,8727.63,2025-10-27
8797,43,Repair,1412.82,2026-01-30
12661,113,Electricity,2698.97,2025-12-27
16338,161,Repair,3531.79,2025-08-26
5696,115,Water,3129.15,2026-01-15
17142,184,Internet,9587.61,2026-01-10
17990,8,Water,377.46,2025-05-27
3350,45,Security,2452.93,2025-12-25
11032,72,Electricity,74.42,2025-02-27
6330,48,Repair,574.46,2025-06-09
17427,72,Repair,1519.05,2025-04-23
3901,125,,,2026-01-28
19289,106,Repair,8746.76,2025-04-14
4779,174,CLEANING,2449.59,2025-05-16
19222,163,Internet,9919.97,2026-01-31
8302,191,Water,2627.4,2025-10-04
2690,73,Cleaning,4072.68,2025-06-04
11728,176,Water,7464.07,2025-09-10
1472,11,Cleaning,7397.57,2025-03-28
2282,97,Electricity,3650.44,2025-05-15
6222,63,Security,7086.92,
11587,11,Water,4171.3,2025-12-16
10142,154,Water,4719.56,2026-01-13
5583,15,,8272.58,2025-08-20
8483,75,Water,9281.53,2025-09-14
294,110,Water,3633.9,2025-10-19
8232,169,Security,4546.1,2025-11-05
4111,111,,5661.0,2025-11-26
3808,198,Cleaning,3507.81,2026-01-19
18330,140,ELECTRICITY,6804.7,2025-06-23
7195,99,Electricity,,2025-04-30
10752,31,Security,6081.63,2025-09-20
11200,23,Cleaning,9414.35,2025-07-29
8157,7,Electricity,7134.48,2025-12-26
9051,76,Repair,8200.12,2025-08-13
13481,182,Cleaning,6961.99,2025-06-04
2013,74,Cleaning,9069.05,2025-04-07
18988,52,Repair,1445.67,2025-07-10
8735,173,electricity,3889.3,2025-10-28
12065,45,Electricity,9309.09,2025-12-04
15693,38,Security,5328.11,2025-04-18
15046,57,Water,5846.88,2025-09-28
2493,19,ELECTRICITY,7629.89,2025-03-09
12298,4,Repair,6011.8,2025-07-09
8925,20,Water,1617.13,2025-12-16
1390,44,Repair,4565.21,2025-08-02
15062,1,Internet,1558.53,2025-10-25
4910,185,Internet,5489.44,2025-10-31
15907,57,Electricity,9342.84,2025-03-07
15423,161,Electricity,2197.87,2026-02-21
7755,119,Security,2509.7,2025-03-15
1915,41,Cleaning,4513.68,2025-05-23
7420,64,Security,7155.49,2025-07-08
16615,121,Security,5747.03,2025-09-03
8729,27,Internet,3591.89,
12813,132,Water,3012.98,2025-08-21
14968,140,,3355.67,2025-08-03
19897,93,Security,2741.82,2025-04-20
2196,188,Cleaning,4498.2,
13846,27,Water,1353.59,2025-12-13
16393,155,Electricity,6187.54,2025-10-17
17172,174,Electricity,,2025-09-01
7084,91,Electricity,4867.64,2025-06-29
11153,78,Security,3709.93,2025-04-06
3011,25,Security,5511.14,2026-01-24
10632,185,Water,7437.45,2025-11-08
8701,11,Water,9282.61,2026-02-15
6115,88,Repair,2733.94,2025-06-22
12572,125,Security,8123.5,2025-08-25
3479,113,Security,4910.53,2025-09-15
18662,19,Water,9436.63,2025-05-19
14158,165,Internet,6087.97,2026-01-27
1710,45,Electricity,6519.5,2025-05-05
19756,195,Electricity,4205.17,2025-09-28
10927,141,Security,8353.01,
13664,144,Electricity,6893.34,2026-02-17
7048,135,Cleaning,252.39,2025-03-17
507,174,Water,9113.73,2026-01-04
13958,182,Internet,4049.11,2026-02-11
702,59,Cleaning,565.64,2025-04-19
2027,11,Repair,7321.67,
19777,138,Security,3925.8,2025-11-02
7712,146,Water,,2025-09-12
10370,98,Internet,,2025-04-16
1162,111,Repair,1332.26,2025-09-27
17818,51,Cleaning,6292.0,2025-12-12
19622,173,Water,5272.09,2025-03-12
2392,148,Security,1710.26,2025-07-17
11182,107,Internet,9059.41,2025-09-04
9551,32,Security,1200.97,2025-11-08
8601,35,INTERNET,4212.71,2025-09-04
15372,28,Security,6262.78,2025-06-24
4641,32,Cleaning,9460.21,2025-08-11
277,139,Security,7993.04,2025-04-24
16176,99,Water,2857.68,2025-08-12
17621,46,electricity,377.49,2025-07-04
19372,161,Electricity,7438.57,2026-02-23
13974,180,SECURITY,8961.91,2025-04-27
15323,88,Water,553.48,2025-03-25
3958,45,Water,4225.29,2025-04-01
9771,113,Repair,7671.96,2025-08-23
12616,63,Electricity,6509.97,2025-05-05
4525,159,Electricity,8111.1,2025-12-03
14926,12,Water,2693.5,2025-09-23
14332,83,Electricity,1366.22,2026-02-23
15493,159,,5549.46,2025-05-30
9651,160,repair,2908.94,2025-05-27
16498,26,Water,1270.06,2026-01-14
11091,102,Electricity,9530.4,2025-05-28
3246,122,Water,1758.35,2025-04-09
6621,146,Security,1176.65,2025-04-15
15210,148,Repair,930.76,2025-12-20
6305,156,Internet,3854.52,2025-04-19
17395,123,,4109.74,2026-01-28
16175,122,Repair,9973.34,2026-02-02
14500,147,repair,4539.49,2025-12-24
5673,167,,6422.45,2025-03-10
4516,86,Repair,4103.29,2025-06-26
7149,14,Repair,4458.25,2026-02-24
5480,183,Security,3075.74,2025-08-18
16757,91,Electricity,4301.11,2025-08-28
15766,179,Water,1851.75,2025-02-26
18682,146,Cleaning,7230.5,
13506,141,Electricity,9303.35,2025-02-26
11424,168,Repair,5324.38,2025-03-07
11089,177,Security,4531.38,
13537,103,Repair,3779.78,2025-04-16
8593,13,Water,4058.76,2025-05-17
8683,107,Internet,1803.13,2025-03-23
2407,15,Repair,3677.71,2025-06-01
16823,138,Security,2079.89,2025-03-26
8873,26,Cleaning,6731.54,2026-01-22
18147,122,Electricity,7228.58,2025-11-30
1727,119,Internet,5118.75,2025-06-30
3291,79,Electricity,716.39,2025-02-26
2455,159,SECURITY,5825.65,2025-07-31
13445,111,Security,2309.91,2025-07-24
3786,1,Cleaning,1089.32,2025-07-13
3247,158,Cleaning,5026.12,2025-12-29
11467,136,Repair,1377.32,2025-09-23
14747,1,Security,4600.13,2025-12-23
5454,39,Water,,2026-01-31
6506,97,Cleaning,8085.88,2025-03-21
12960,180,Water,9982.07,2025-10-17
6722,194,Electricity,801.49,2025-05-11
5121,14,Repair,3214.49,2026-01-04
1558,95,Water,4139.73,2026-01-18
582,38,Cleaning,9801.32,2025-10-22
9761,132,Cleaning,9256.38,2025-04-12
885,68,Internet,8009.17,2025-04-15
18956,99,Repair,9021.61,2026-02-13
17081,182,Internet,,2025-04-27
11246,59,Internet,7744.38,2025-06-15
10108,183,Electricity,5143.43,2026-01-13
1549,82,Security,481.95,2025-12-26
6474,146,Electricity,9691.0,2026-01-09
2366,184,Repair,485.2,2026-01-04
17945,107,Security,3972.71,2026-01-24
3082,186,Electricity,8835.79,2025-06-08
18915,99,Internet,6957.94,2025-06-12
11429,60,Cleaning,127.21,2025-06-25
14651,20,Security,2223.46,2026-01-14
3166,156,Water,4936.4,2025-10-18
6557,110,Water,3694.55,2025-03-03
4126,190,Repair,6779.79,
1917,80,Security,8867.65,2025-12-12
17171,5,electricity,4302.98,2025-03-30
14541,58,Repair,,2025-07-14
7163,60,Repair,6310.73,2026-01-23
6781,15,Internet,3582.4,2025-08-14
2565,157,Water,4058.59,2025-04-26
12828,37,Repair,283.85,2025-06-08
8662,27,SECURITY,4150.33,2025-12-25
7121,84,Security,9079.26,2026-01-07
460,47,Cleaning,1232.24,2025-05-31
9904,63,Security,5605.93,2025-03-20
6460,191,CLEANING,3505.52,2025-03-04
898,132,Cleaning,8968.54,2025-04-12
1247,173,Internet,1355.89,2025-07-31
14824,92,Electricity,2822.35,2025-08-04
13452,167,Electricity,5981.82,2025-05-27
17298,57,,8184.95,2025-10-25
13293,17,Security,5515.29,2025-03-04
14933,191,Internet,5634.69,2026-02-02
13531,26,Cleaning,9156.76,2025-12-16
13650,16,Security,,2025-06-17
5807,97,Repair,3455.14,2025-08-03
10481,97,Security,2552.55,2025-12-06
8319,37,Repair,8584.77,
2315,32,Internet,,2026-01-28
8031,44,Water,3567.1,2025-12-07
3943,36,Internet,887.07,
8817,161,Repair,5882.51,2025-03-27
18593,103,ELECTRICITY,3690.42,2025-03-16
6859,171,Electricity,9100.39,2025-10-24
14378,110,Electricity,6746.44,2025-08-23
6978,175,Security,8287.85,2025-08-24
18937,41,Water,7223.51,2025-10-04
16804,135,Security,7925.83,2025-11-23
9078,143,Security,7644.69,2026-02-16
6788,58,Electricity,8060.68,2025-10-19
9685,26,Water,5561.72,2026-02-23
16938,88,internet,2626.87,
6953,73,Cleaning,4495.38,2026-02-11
8971,24,Security,1208.63,2025-06-20
19560,160,Water,3413.06,2025-10-10
13497,19,Water,9280.94,2025-11-08
3858,95,Security,5529.1,2025-05-11
18368,163,Internet,3234.05,2026-02-09
7645,139,Repair,1688.94,2025-12-20
4913,191,Internet,5368.86,2025-10-24
8023,185,Water,8023.45,2025-03-14
333,30,Cleaning,,2025-05-12
19623,120,Internet,2881.44,2025-08-25
10614,21,Cleaning,3515.33,2025-06-15
16376,141,security,2059.31,2026-01-01
18558,131,Cleaning,5922.64,2025-10-20
7617,90,Repair,3239.33,2025-06-22
5885,84,Repair,4827.83,2025-09-18
526,195,Water,4713.5,
3427,75,Repair,5655.78,2025-12-05
19446,184,Internet,4335.88,2026-02-03
3595,94,Internet,4921.76,2025-09-29
18977,192,Internet,6458.03,2025-10-07
12976,190,Water,7100.77,2025-04-04
9760,163,Repair,5776.43,2025-05-26
12930,160,Internet,8016.89,2026-01-31
5975,33,Internet,2927.05,2025-11-22
3776,69,Internet,9318.97,2026-02-01
12714,194,Repair,5526.78,2025-04-20
3325,90,Water,7830.5,2026-01-31
16556,128,REPAIR,3394.29,2025-07-22
16192,22,Security,505.47,2025-11-27
6760,35,Security,2904.12,2025-09-09
5027,117,Internet,2626.1,2026-01-13
2364,42,Water,4885.7,
2863,31,Repair,9507.07,2025-10-20
6637,93,Internet,9073.32,2025-06-25
7004,127,Internet,7679.35,2025-10-13
4570,173,security,8598.16,2025-08-25
15706,67,Electricity,,2025-08-10
19910,70,Internet,7858.49,2025-07-21
4369,19,Security,1675.5,2025-11-11
16087,126,Cleaning,5741.23,2025-07-08
14608,180,Cleaning,6329.1,2025-07-07
13988,181,Security,,2025-12-19
13101,167,Security,2087.97,2025-11-27
7396,151,,663.0,2025-12-28
18228,169,Security,7751.11,2025-09-29
12425,88,Electricity,6806.42,2025-09-08
18047,104,Water,8500.12,2025-10-12
18496,94,Electricity,8897.81,2025-08-28
15287,114,Repair,6976.65,2025-09-01
1669,63,Repair,1207.85,2025-05-20
19528,167,Water,2950.1,2025-07-09
4543,177,Internet,2179.25,2026-02-24
4515,23,Internet,5527.79,2025-04-01
11581,77,Repair,1134.27,2025-07-28
16102,120,Electricity,495.49,2025-10-31
10034,18,electricity,,2025-08-16
4172,181,Cleaning,9873.99,2025-08-23
18332,14,Water,5034.25,2025-09-22
4294,86,,9084.78,2025-11-19
12264,66,Repair,1042.64,2025-09-15
19843,85,Water,7758.03,2025-09-06
10902,183,Internet,5908.16,2025-11-24
11731,48,Internet,7115.94,2025-10-20
14714,21,Cleaning,3107.57,2026-01-15
7935,70,,2661.96,2025-04-14
11685,123,Cleaning,9478.64,2025-10-21
18281,72,Water,9528.23,2025-12-17
7963,185,Repair,1333.34,2025-03-22
10447,137,Cleaning,3972.87,2025-10-10
17278,15,Repair,7473.84,2025-05-19
9305,138,WATER,7492.95,2025-04-25
4066,90,Security,1073.28,2025-08-14
15077,72,Electricity,480.07,2025-05-12
15666,164,Electricity,8185.07,2025-03-28
10569,112,Electricity,9288.79,2025-06-06
16449,51,Electricity,9071.35,2025-03-15
2884,179,Internet,758.02,2025-08-11
7221,7,Security,9463.45,2025-11-17
5117,44,Cleaning,4583.71,2026-02-17
292,26,Cleaning,421.61,2025-06-12
6991,105,Water,9471.68,2025-12-20
8949,76,Repair,2495.22,2025-07-06
19380,109,,7354.45,2025-11-09
18728,31,Repair,986.37,2025-08-09
6708,149,Internet,5473.58,2025-10-15
2413,121,Water,4881.62,2025-09-01
8785,180,Internet,5686.11,2025-11-20
10218,126,Internet,3184.81,2025-05-25
6573,92,Water,831.17,2025-08-22
19321,15,electricity,4792.05,2026-01-01
6494,148,Cleaning,2216.11,2025-03-20
1926,186,Electricity,975.26,2025-10-03
7063,97,Repair,6787.08,2025-09-14
16405,86,,8799.3,2025-10-09
19685,109,Cleaning,1005.31,2026-02-02
13319,175,Electricity,8881.51,2025-03-04
16816,57,Water,171.27,2025-04-17
1753,114,Internet,170.6,2025-05-06
8527,70,Internet,4468.92,2025-08-11
6745,76,Cleaning,4797.24,2025-08-08
17346,42,Electricity,6608.18,2025-04-02
10260,73,Cleaning,885.82,2025-09-04
1604,106,Electricity,3582.21,2025-06-09
15230,95,Water,8931.93,2026-01-14
18565,68,Cleaning,1431.47,2025-12-01
4549,104,,6705.32,2025-04-12
4877,173,Water,6029.41,2025-07-15
10531,80,Electricity,7496.54,2025-07-20
17602,26,Cleaning,6599.06,2025-07-01
3460,130,Water,6503.96,2025-04-28
2661,138,Electricity,4749.2,2025-05-05
6118,86,Repair,9891.8,2025-05-25
5539,2,Electricity,5305.48,2025-10-31
710,83,Security,6830.95,2026-01-20
1320,98,Repair,650.5,2025-03-25
10899,78,electricity,1322.15,2025-12-06
13984,115,Cleaning,2882.74,2025-11-10
15120,20,Security,5989.79,2025-03-16
11094,20,Internet,,2026-01-15
574,134,Cleaning,6239.76,2025-11-30
10604,113,Repair,9117.0,2025-08-07
4876,123,Repair,,2025-08-25
3891,76,Water,7536.36,2025-03-16
19439,84,Repair,7115.54,2025-04-14
15155,76,Water,5064.09,2025-12-17
15854,43,Repair,9046.43,2025-03-10
4894,112,Repair,2446.0,2025-05-07
10952,155,Electricity,7726.89,2025-10-17
1590,84,Electricity,7190.1,2025-05-21
13646,57,Cleaning,6147.91,2025-07-03
17484,123,Cleaning,1529.41,2025-08-13
2654,5,Water,570.93,2025-11-03
10228,186,Repair,7914.55,2025-04-30
1030,36,Cleaning,8297.71,2025-04-12
18252,172,Repair,718.92,2025-10-03
6248,92,Water,7984.33,2025-05-19
19940,125,Cleaning,1718.64,
12756,74,Cleaning,8378.23,2025-07-09
8455,8,Repair,9452.6,2026-02-10
7294,163,Security,4953.17,2025-04-04
19814,2,Cleaning,2960.45,2025-11-03
19344,155,Water,7874.32,2025-12-09
12090,126,Security,5515.05,2025-11-13
6972,127,ELECTRICITY,6036.78,2025-06-19
224,76,Water,3708.77,2025-12-10
5532,143,Water,1377.49,2025-10-10
4856,86,Electricity,1960.56,2025-06-17
5342,38,,9486.28,2025-10-30
3331,65,Water,6223.71,2025-04-24
880,188,Electricity,2258.62,2025-08-19
3844,81,Water,4107.09,
1792,41,Cleaning,7387.47,2025-06-04
6860,66,Internet,6357.2,2026-01-05
9947,27,Repair,3342.33,2025-03-30
9752,24,Water,1109.49,2025-03-08
10497,112,Security,5309.87,2025-11-17
16242,148,Electricity,6063.4,2025-06-23
4579,140,Internet,9766.78,2025-08-20
2487,37,Electricity,4859.9,2025-12-17
4650,114,Internet,1730.14,2025-05-12
3585,97,Electricity,4097.71,2025-12-20
5206,29,Water,3803.16,2026-01-23
6667,135,,3353.41,2025-06-13
3987,125,Water,998.84,2025-08-04
4105,198,Security,2994.52,2026-01-29
16401,180,Repair,5840.28,2025-12-23
15080,130,Internet,3959.8,2025-03-08
17310,20,Electricity,2859.92,2025-09-07
10875,54,Water,9106.71,2025-06-23
725,192,Electricity,5766.01,2025-12-02
10184,120,Repair,3790.8,2025-08-24
4217,58,Repair,463.71,2026-01-27
13290,22,Security,2382.34,2026-02-18
14727,150,Cleaning,5819.34,2025-12-31
18948,67,Internet,7192.41,2025-10-18
13439,191,Water,8561.39,2025-06-27
14022,73,Internet,2795.43,2025-06-29
4758,196,Water,7791.56,2025-03-03
6867,180,Electricity,3958.75,2026-01-14
4248,178,,1248.45,2025-07-25
13487,151,Security,5335.43,2025-12-16
3631,146,Internet,,2025-07-22
7216,97,Electricity,6135.97,2026-01-17
14007,29,Repair,3914.25,2025-07-08
4060,123,Internet,9920.03,2025-09-26
6675,66,Cleaning,1360.51,2025-08-25
8351,101,Repair,8308.83,2025-10-03
9480,152,Water,1104.26,2025-12-31
3454,177,Water,3762.57,2025-10-22
3283,114,Electricity,8556.99,2025-05-09
9966,52,Electricity,5676.29,2025-03-02
12715,133,Water,1264.75,2026-01-05
5638,34,Security,8411.46,2025-08-04
1163,164,Internet,3384.43,2025-06-15
9115,3,Electricity,3292.61,2025-12-02
12670,196,Repair,1075.04,2025-12-25
15375,200,Water,453.17,2026-02-21
19203,92,Security,8660.44,2025-07-26
18411,73,Cleaning,4921.43,2025-10-23
17387,70,Internet,6243.71,2025-12-02
892,20,Security,8564.18,2025-06-17
4052,50,Internet,6906.42,
18888,125,Repair,7356.38,2025-08-01
8454,166,Water,4443.4,2025-10-28
17962,102,Repair,140.49,2026-01-04
7707,119,Security,5564.1,2025-11-15
15898,21,Security,8913.58,2025-05-21
8398,115,Cleaning,4526.63,2025-12-06
16459,127,Electricity,2495.75,2025-09-29
13745,200,Internet,,2025-09-19
5948,101,Cleaning,120.56,2025-06-20
17255,167,Electricity,5678.05,2025-08-19
7277,145,Cleaning,3049.49,2025-10-16
10233,136,Internet,8612.09,2025-08-26
9843,5,,2975.7,2025-09-07
7922,101,Electricity,7135.12,2025-05-31
12414,80,Cleaning,9721.82,2025-09-29
18467,6,Repair,5705.13,2025-12-28
6438,86,Internet,1191.68,2025-03-14
18950,191,Repair,5030.37,2025-04-25
5770,76,Water,9126.47,2026-02-18
17032,32,Electricity,4476.05,2026-01-11
19039,137,Internet,9257.28,2025-12-01
4319,74,Cleaning,,2025-09-11
13181,193,Security,977.48,2026-01-29
12285,200,Internet,2953.64,2025-11-13
7609,15,Cleaning,3397.68,
6853,125,,9088.68,2025-06-01
16691,172,CLEANING,7189.49,2026-02-24
10331,194,Water,7135.03,2025-07-01
2143,5,Cleaning,7116.92,2025-12-24
14003,162,Water,6537.14,2025-05-31
5915,68,Water,5196.86,
10603,187,Security,,2025-04-06
7654,61,,8132.56,2025-06-10
1971,138,,290.71,2025-11-30
12279,157,cleaning,6732.85,2025-08-26
9676,61,Internet,5820.68,2025-07-06
16737,34,Water,5029.17,2026-01-13
2656,195,Repair,4194.22,2025-04-02
3308,185,Security,733.7,2025-07-30
13616,82,Water,7479.88,2025-03-18
19440,133,SECURITY,8854.06,2025-06-24
11868,127,Cleaning,257.41,2026-02-06
6985,35,Cleaning,8433.22,2025-03-12
17465,77,Internet,4674.0,2025-11-09
16034,36,Internet,4207.3,2025-12-03
9856,66,,4839.76,2026-01-16
19574,50,Water,4575.56,2025-09-13
11056,109,,3496.32,2026-01-13
13034,83,Security,1033.72,2025-10-21
10451,144,Electricity,7302.58,2025-07-17
16216,173,Repair,6473.06,2025-12-18
17137,65,Repair,5654.48,2025-08-21
18071,175,Water,8316.39,2025-07-23
9558,87,Electricity,5072.31,2025-08-31
11221,115,Security,703.0,
2959,196,Electricity,,2025-05-15
14529,124,Security,8272.27,2025-07-13
2209,194,Water,2957.57,2025-08-06
12299,35,Repair,1001.9,2025-10-13
1975,92,Cleaning,3022.32,2025-05-07
4970,119,Electricity,4299.7,2025-03-04
11699,43,Internet,9018.8,
15537,119,Internet,2879.22,2025-02-28
5685,115,Security,1485.19,2025-04-08
2554,192,Repair,9479.5,2025-11-25
11939,84,Electricity,979.65,2025-10-03
6087,4,Internet,7607.23,2025-05-24
1124,159,Security,8104.68,2025-03-02
4255,144,Security,1661.13,2025-07-25
6947,143,Security,1408.2,2026-01-23
9723,115,Electricity,7155.17,2025-12-07
8112,133,Cleaning,3086.88,2025-11-13
5282,120,Internet,4878.04,2025-11-23
17204,142,Repair,3845.84,2025-06-09
847,160,Water,899.23,2025-08-06
12418,93,Security,5752.62,2025-07-08
3360,118,Water,6612.13,2025-08-26
13767,127,Electricity,911.54,2025-06-29
13755,3,Internet,1967.91,2026-02-23
6336,146,Water,7460.27,2025-04-13
17756,139,Repair,3336.36,2025-08-18
7288,41,Internet,2870.9,2025-07-07
8002,133,Electricity,6888.47,2026-02-16
1801,185,Security,9567.19,2025-04-10
5058,100,Water,2803.7,2025-08-24
7415,139,WATER,,2025-09-10
17981,31,Water,4646.1,2025-03-30
639,184,Water,2728.97,2025-04-27
1947,85,Electricity,4429.98,2025-12-10
2475,148,Security,5357.2,2025-07-20
1522,162,Security,9347.64,2025-03-24
13166,7,Internet,560.14,2025-09-26
11479,107,Cleaning,,2025-09-17
19656,33,Electricity,6862.48,2025-05-12
11594,10,,2978.5,2026-01-30
6125,59,Security,8032.62,2025-07-14
9824,184,Repair,2024.18,2025-12-11
3466,37,Water,7066.13,2025-09-17
11709,33,Security,3783.65,2026-02-01
10407,112,Repair,2729.24,2026-02-01
2480,52,Water,7952.4,2025-09-23
8505,60,Cleaning,1575.98,2026-02-11
12544,22,Security,2216.4,2026-01-12
1493,40,Electricity,,2025-05-11
10689,112,Electricity,7996.94,2025-08-25
14838,133,Internet,7614.05,2025-03-24
7140,132,Internet,1306.52,2025-12-27
12739,25,Electricity,9235.6,2025-06-14
8741,18,Cleaning,6013.67,2025-11-24
19311,8,Internet,8258.09,2025-09-01
9510,101,Water,1645.07,2025-08-15
8519,89,Electricity,4600.3,2025-03-27
16350,73,Repair,,2025-09-21
19237,147,Water,5279.67,2025-11-16
4169,157,Security,3183.44,
9287,17,Internet,6128.92,2025-12-04
11512,26,,6002.47,2025-04-07
4030,157,Security,3636.72,2026-02-07
8359,16,Internet,564.27,2025-03-13
10891,105,Repair,8562.09,2025-04-06
7156,137,Security,8236.46,2025-04-08
18104,76,INTERNET,465.16,2025-05-30
11703,117,Cleaning,1110.86,2025-06-06
12961,186,Repair,84.87,2026-01-31
15378,30,Internet,7217.23,2025-03-29
16714,26,Internet,9165.7,2025-12-21
13911,126,ELECTRICITY,8494.93,2025-10-05
14159,48,Electricity,8614.25,2025-09-15
11788,39,Water,5810.42,2026-01-21
14276,183,Electricity,2078.67,2025-12-23
2562,1,Repair,7085.51,2025-07-06
1201,89,Water,7594.72,2025-12-26
10027,118,Water,9126.68,2025-07-16
9258,85,Electricity,1732.12,2025-08-25
10877,87,Security,4524.77,2025-07-06
13482,126,Electricity,130.6,2025-08-29
19831,8,Electricity,8275.04,2025-12-01
7198,149,Cleaning,7673.26,2025-06-09
18637,156,Cleaning,6292.78,2025-05-16
1731,177,repair,3097.22,2025-03-08
12999,142,Security,3696.24,2025-08-30
7353,115,,4988.14,2025-09-18
1824,14,Security,7757.61,2025-11-26
2299,177,Electricity,1124.86,2025-12-12
1862,147,Electricity,6578.81,2026-01-01
5102,48,Water,5797.25,2025-09-02
5391,164,Water,1437.53,2025-12-13
2804,56,Cleaning,9603.35,2025-11-17
8834,95,Internet,5139.79,2025-11-01
12262,36,repair,4139.87,2025-11-12
14278,56,Repair,4915.72,
8507,13,Electricity,54.08,2025-07-25
9897,149,internet,7191.72,2025-11-10
178,186,Security,3898.02,2025-03-19
12563,127,Water,6797.92,2025-09-18
5906,169,Security,6248.39,2025-07-04
17472,184,Cleaning,3290.18,2025-09-26
6138,133,Repair,9335.27,2025-06-21
19476,6,Electricity,793.06,2026-02-21
6489,179,Repair,4272.5,2026-01-13
4158,115,Water,8518.95,2025-10-13
14807,128,Cleaning,,2025-07-14
8884,166,Internet,3230.54,2025-10-08
10621,149,Security,3608.52,2026-01-28
