change_id,table_name,record_id,column_name,old_value,new_value,changed_by,changed_at,action
3298,products,2225,price,1179.48,1207.33,181.0,2025-02-24 17:11:18,UPDATE
1664,products,1494,price,3509.44,3466.0,985.0,2025-11-14 10:17:02,UPDATE
2916,products,2661,price,1766.83,1846.33,693.0,2024-11-14 15:19:11,UPDATE
4562,products,2826,price,102.33,107.62,1611.0,2025-11-11 01:55:48,UPDATE
127,products,3151,price,247.59,261.41,2742.0,2025-10-28 18:20:07,UPDATE
5785,products,3572,price,2268.23,2318.78,2429.0,2025-02-05 03:31:14,UPDATE
8398,,1911,,3502.7,3787.37,648.0,2024-11-18 23:53:22,UPDATE
1914,products,5387,price,4253.93,3996.88,1501.0,2024-09-04 09:41:51,UPDATE
8704,products,926,price,1904.21,1949.61,4.0,2025-02-01 11:31:47,UPDATE
8436,,3429,price,4315.11,4077.0,1304.0,2025-12-29 10:50:57,UPDATE
4364,products,4991,price,,1052.12,1413.0,2024-08-18 19:55:13,UPDATE
4829,products,2163,,4126.43,3801.11,2906.0,2025-12-25 20:03:53,UPDATE
3962,,353,salary,32748,37941,2723.0,2025-10-08 19:07:18,UPDATE
1960,products,5020,price,3253.79,2970.01,1151.0,2024-10-22 20:01:14,UPDATE
4664,products,1783,price,3165.12,,1335.0,2025-08-18 00:05:47,UPDATE
4772,employees,2792,salary,33877,37328,2038.0,2026-02-14 14:16:49,UPDATE
1326,products,506,price,4911.27,5245.42,2509.0,2025-05-03 09:03:24,UPDATE
3417,employees,947,salary,32102,38161,899.0,2025-10-25 15:10:13,
9129,employees,1305,salary,63563,73622,,2024-11-20 04:58:53,UPDATE
6571,products,1231,,3926.5,,1596.0,2024-12-29 14:22:09,UPDATE
482,products,2229,price,1341.68,1336.28,2373.0,2024-03-26 10:48:40,UPDATE
7335,products,658,price,2518.88,2739.26,2142.0,2024-06-21 18:39:03,UPDATE
7440,products,4544,price,2296.21,2147.14,2619.0,2024-01-28 07:52:25,UPDATE
6196,Employees,1066,salary,54465,58842,1771.0,2025-10-01 06:15:21,UPDATE
1480,products,4910,price,,422.55,2384.0,2024-06-06 07:17:04,UPDATE
1433,employees,964,salary,50440,54690,1782.0,2024-07-23 21:38:11,UPDATE
5169,,5064,price,4888.62,4595.41,1910.0,2024-06-23 09:17:47,
4104,products,4786,,1162.08,1227.8,1108.0,2025-05-18 11:54:45,UPDATE
7283,employees,2713,salary,64463,67941,545.0,2024-10-18 03:07:26,UPDATE
2201,employees,517,salary,70130,75487,1612.0,2025-07-31 02:35:36,UPDATE
3724,employees,2131,SALARY,65699,77744,1993.0,2024-04-25 11:10:09,
7524,products,263,price,4364.57,3966.99,1719.0,2025-01-27 21:30:43,UPDATE
5553,products,4002,price,172.96,170.27,227.0,2024-07-13 05:32:43,UPDATE
7565,products,5367,price,1308.97,1195.32,2165.0,2024-11-22 00:24:43,UPDATE
153,employees,2275,salary,54988,62328,946.0,2025-12-11 19:31:18,UPDATE
5219,employees,2639,salary,32076,37382,908.0,2024-07-04 17:03:00,UPDATE
7388,products,1385,,3653.56,3666.07,496.0,2025-09-14 21:52:07,UPDATE
7911,employees,882,salary,72780,86575,2500.0,2025-05-03 22:54:51,UPDATE
1449,employees,1437,salary,59966,65189,,2024-11-15 01:07:54,UPDATE
5427,products,1256,PRICE,840.04,806.02,2167.0,2025-01-10 20:05:22,UPDATE
2247,employees,632,salary,30234,35769,2429.0,2025-04-27 05:12:03,UPDATE
3505,products,1403,price,2760.29,2962.26,1420.0,2025-08-01 14:49:20,
9843,products,1444,price,4004.6,4092.2,,2025-12-16 00:28:17,UPDATE
7928,products,4326,price,1529.38,1492.85,2737.0,2025-02-20 14:29:19,UPDATE
2750,Products,4255,price,1827.89,1695.75,2442.0,2024-07-21 10:05:25,UPDATE
3379,products,4529,price,3267.61,3153.71,1307.0,2025-04-23 03:33:20,UPDATE
9011,products,3947,price,4782.07,4468.92,1328.0,2025-12-14 11:52:09,update
175,products,4408,price,2439.68,2511.0,620.0,2025-11-26 17:09:02,UPDATE
1186,employees,2154,salary,66667,79782,2581.0,2025-11-16 06:20:09,UPDATE
1801,employees,1385,salary,78370,83301,2020.0,2024-01-15 00:02:53,
5425,employees,249,salary,57677,61356,2879.0,2024-11-17 00:06:41,UPDATE
9375,products,563,price,3837.37,3682.45,1928.0,2025-12-13 11:11:00,UPDATE
1177,products,1608,price,211.34,224.96,1444.0,2024-05-09 10:19:52,UPDATE
6662,products,477,price,4906.38,5085.36,,2024-04-09 13:58:45,UPDATE
4599,products,5286,price,4371.92,4040.18,502.0,2025-03-07 06:23:07,UPDATE
2161,products,2990,price,4868.87,4516.67,1271.0,2024-11-18 02:16:37,
1152,employees,2917,salary,,47757,1397.0,2024-03-17 16:50:36,UPDATE
3010,products,2837,Price,913.12,847.54,698.0,2026-02-15 20:21:30,UPDATE
3353,products,3067,,4962.95,5454.18,2086.0,2025-06-22 00:46:48,Update
7037,,4257,price,772.23,821.97,1576.0,2024-06-19 21:13:23,UPDATE
5140,,162,salary,36055,38257,2856.0,2024-11-15 04:58:10,UPDATE
6832,products,5331,price,,427.33,1086.0,2025-08-12 04:53:12,UPDATE
770,Products,3696,price,1144.1,1156.38,1538.0,2024-08-20 14:40:15,UPDATE
4912,products,4082,price,2931.91,2854.45,2096.0,2025-07-30 07:29:37,UPDATE
9634,Products,66,price,1404.36,1469.86,2004.0,2024-11-23 20:14:35,
8349,employees,2796,salary,69475,77441,2348.0,2025-05-11 07:52:25,UPDATE
8944,products,2488,price,4536.15,4351.17,2547.0,2025-11-15 04:14:02,UPDATE
9666,products,953,price,3972.68,4060.97,6.0,2025-02-23 07:42:43,UPDATE
7041,products,1605,price,921.12,864.82,529.0,2025-06-07 19:02:45,UPDATE
955,employees,2423,salary,40755,48652,2733.0,2024-08-07 07:00:09,UPDATE
3617,products,813,price,3019.91,3184.57,2850.0,2024-12-02 05:11:53,UPDATE
3410,products,280,price,,438.05,2966.0,2025-03-18 11:52:56,UPDATE
5775,products,306,price,4239.04,4047.73,559.0,2025-04-13 06:18:02,UPDATE
2947,products,2864,price,4358.36,4365.28,2096.0,2024-11-20 04:14:11,
1957,products,3456,price,728.67,673.4,2205.0,2024-10-01 00:11:05,UPDATE
9170,products,3028,price,4624.5,5030.37,2140.0,2025-01-31 14:38:21,
9195,employees,693,salary,45737,54064,1981.0,2025-05-25 08:11:15,UPDATE
3375,products,3848,price,353.69,354.6,1382.0,2024-10-13 10:26:25,UPDATE
754,,1804,,3926.87,,1169.0,,UPDATE
5347,products,4160,price,4890.86,4422.92,270.0,2025-04-10 20:48:29,UPDATE
5685,products,1169,price,2412.29,2562.23,2541.0,2025-03-08 14:01:22,UPDATE
8077,products,1410,price,4170.7,4149.37,76.0,2024-12-15 16:08:02,
225,products,4994,price,,4033.15,1902.0,2024-04-05 01:20:31,UPDATE
9491,products,226,PRICE,2866.33,2600.68,1826.0,2024-03-18 01:29:59,UPDATE
8291,employees,1047,,31337,34308,1504.0,2024-02-13 10:32:06,UPDATE
156,employees,1251,Salary,68871,72468,,2026-02-04 15:41:22,UPDATE
6919,products,3292,price,122.33,128.46,,2025-10-26 19:29:54,UPDATE
3197,products,4179,price,,5366.17,2734.0,2024-08-23 03:45:20,
4273,products,1340,price,1567.77,1538.02,1674.0,2024-12-09 22:46:44,UPDATE
2966,,363,,588.25,575.94,1902.0,2024-04-09 14:12:43,UPDATE
4918,products,4442,price,3689.71,3629.23,1110.0,2025-12-26 05:54:52,UPDATE
9685,employees,1896,salary,50078,57760,2158.0,2025-02-01 08:17:16,UPDATE
8646,employees,2427,salary,46848,51157,2841.0,2025-10-11 17:43:44,UPDATE
6158,employees,2864,salary,,39577,2670.0,2025-01-05 12:51:26,UPDATE
6646,employees,2012,salary,30778,36394,2368.0,2024-11-24 08:22:37,UPDATE
2728,products,2321,price,4580.57,4567.02,1698.0,2024-11-05 10:55:48,UPDATE
5305,products,1317,price,2736.82,2654.0,753.0,,UPDATE
2134,products,1845,price,3602.4,3313.2,512.0,2025-06-25 03:49:42,UPDATE
6032,products,2465,Price,2758.19,2657.2,1204.0,2024-10-22 11:20:50,UPDATE
4076,products,2592,price,1622.39,1545.49,1713.0,2024-08-25 02:52:35,UPDATE
5212,products,2777,price,652.44,597.44,433.0,2025-06-10 10:10:57,UPDATE
1918,products,4696,price,3982.06,3655.82,730.0,2024-04-01 02:38:42,UPDATE
4414,products,5812,Price,,2811.9,,2025-05-31 15:09:09,update
7986,employees,1314,salary,53553,58139,154.0,2024-08-24 02:31:04,UPDATE
448,,2859,price,401.02,425.98,674.0,2025-08-07 23:20:05,UPDATE
4992,Products,3611,,1125.4,1212.9,1809.0,2025-04-03 10:28:40,UPDATE
1084,products,3015,price,4856.86,4949.84,1130.0,2025-04-24 20:24:20,UPDATE
4410,products,5012,price,4429.15,4143.19,1494.0,2025-06-18 11:00:17,UPDATE
1847,employees,689,salary,67806,78288,2124.0,2024-09-29 05:19:40,UPDATE
29,products,4291,price,2160.33,2140.68,213.0,2024-06-28 05:43:36,UPDATE
8196,PRODUCTS,1133,price,4085.89,4070.69,8.0,2025-04-05 11:48:31,UPDATE
6870,employees,185,salary,65269,70212,1836.0,2025-07-20 05:40:41,UPDATE
7726,products,3625,price,1310.22,1316.98,1845.0,2025-06-18 07:06:59,UPDATE
7699,products,3447,price,1150.45,1170.89,77.0,2024-03-13 02:35:07,UPDATE
9623,employees,2375,salary,79875,95196,1003.0,2025-01-14 20:14:48,UPDATE
3176,employees,2925,salary,65824,76078,41.0,2025-04-26 18:26:48,UPDATE
7759,Employees,91,salary,47150,53112,1769.0,2025-12-30 19:04:51,UPDATE
200,employees,1935,salary,58627,68857,1894.0,2025-03-08 18:40:45,UPDATE
3745,employees,182,salary,39395,45562,352.0,2025-10-29 23:42:03,update
5506,employees,2884,salary,31041,36908,1696.0,2025-08-10 12:48:56,UPDATE
8598,products,321,price,,4503.74,2759.0,2025-02-25 11:09:06,UPDATE
8565,products,1805,,3646.57,3367.0,524.0,2025-05-21 13:33:06,UPDATE
8980,products,3901,,1229.23,1348.91,518.0,2024-02-04 17:03:04,UPDATE
9060,Products,3521,PRICE,2264.09,2363.19,2733.0,2024-10-19 22:05:16,UPDATE
7339,products,2591,price,2601.1,2699.74,2208.0,2024-02-18 05:32:46,UPDATE
9932,products,4015,,304.6,294.38,1434.0,2024-12-09 21:41:21,UPDATE
4926,employees,1151,salary,45174,49382,581.0,2024-10-03 03:37:08,UPDATE
7559,products,769,price,1109.92,1028.01,2285.0,2025-08-26 04:59:21,UPDATE
9012,products,1792,price,1858.19,,893.0,2024-11-12 18:21:18,UPDATE
2234,products,2130,price,2687.59,2908.83,1538.0,2024-10-02 06:17:31,UPDATE
1355,products,3993,price,1612.04,1518.42,1827.0,2025-01-01 18:14:58,UPDATE
5774,products,3061,price,2500.27,2419.62,242.0,2025-12-08 13:22:10,UPDATE
61,PRODUCTS,5354,price,1947.47,1820.05,2050.0,2025-06-02 09:04:32,UPDATE
4722,PRODUCTS,5553,price,,4279.38,1269.0,2025-02-21 13:46:55,UPDATE
2227,products,1202,price,,3822.94,1851.0,2025-05-02 15:31:39,UPDATE
8352,products,5668,price,1977.31,2079.75,2091.0,2026-01-04 14:04:04,UPDATE
7075,products,3163,price,3362.77,3094.08,2975.0,2026-02-10 19:56:59,UPDATE
734,employees,737,salary,59967,63116,1470.0,2025-02-08 06:28:49,UPDATE
6211,products,2745,price,1789.78,1687.95,190.0,2024-12-19 13:38:20,UPDATE
2256,products,1302,price,1796.32,1904.6,1464.0,2025-06-23 09:13:46,UPDATE
2050,products,2167,price,2266.19,2267.56,549.0,2025-04-17 22:34:12,UPDATE
623,products,4416,price,3410.96,3134.29,1930.0,2025-11-24 23:46:06,UPDATE
714,products,2915,price,2609.51,2593.48,2075.0,2025-09-21 12:25:56,UPDATE
4037,products,3606,Price,,3520.46,1823.0,2024-05-31 13:56:08,UPDATE
6329,employees,2160,salary,53064,61320,352.0,2024-04-23 01:15:37,UPDATE
9814,employees,812,salary,30699,34960,1204.0,2025-07-13 13:04:47,UPDATE
6111,,370,salary,30323,35917,2230.0,2025-06-02 21:15:07,UPDATE
2940,products,1647,price,4494.2,4096.12,2107.0,2025-02-13 05:01:24,UPDATE
7490,products,1439,Price,1382.75,1515.66,2900.0,2025-08-26 12:56:13,update
3934,products,4065,price,2842.43,,819.0,2025-04-10 19:31:58,UPDATE
9325,products,2674,price,3849.82,3764.26,2437.0,2024-08-25 12:26:47,UPDATE
8464,products,2875,price,384.45,392.11,1740.0,2024-07-30 14:46:31,UPDATE
7909,products,1367,price,2849.12,3038.95,2730.0,,UPDATE
238,products,2423,price,2468.29,2385.23,2536.0,2024-12-25 23:56:47,UPDATE
1410,employees,2108,salary,35020,41594,2008.0,2025-09-06 15:31:49,UPDATE
9336,products,4467,price,275.18,255.2,110.0,2025-02-12 02:54:53,UPDATE
5065,products,3876,price,,1540.95,2640.0,2024-06-23 08:12:14,UPDATE
9529,products,477,price,2397.14,2351.53,1566.0,2025-11-15 02:25:23,UPDATE
1607,products,4666,price,1343.13,1233.83,1916.0,2025-11-01 20:29:50,update
4380,Employees,2994,salary,50362,59660,2730.0,2025-05-01 03:08:49,UPDATE
6198,products,4461,Price,1247.94,1205.49,2246.0,2024-06-29 11:17:00,UPDATE
4143,products,1506,price,262.36,262.04,44.0,2024-10-27 17:32:42,UPDATE
6314,products,1189,price,3934.3,3995.05,573.0,2025-03-01 00:43:10,UPDATE
1439,,168,salary,44110,49847,962.0,2025-06-23 02:35:24,UPDATE
4153,products,3331,price,4138.89,,2455.0,,UPDATE
7109,products,3763,price,3474.74,,1354.0,2024-12-18 06:55:23,UPDATE
3722,products,2154,price,2316.12,2239.78,2433.0,2025-05-09 03:19:11,UPDATE
4438,products,1118,price,1499.9,,1591.0,2025-04-22 15:57:15,UPDATE
8927,Employees,2596,salary,45951,48949,817.0,2024-04-28 04:36:12,UPDATE
1408,PRODUCTS,2713,price,451.78,429.42,1326.0,2025-12-09 19:25:13,UPDATE
9255,employees,1691,salary,58942,69453,366.0,2024-04-02 03:58:39,UPDATE
8668,products,1854,price,4370.47,,2360.0,2024-07-05 08:11:09,UPDATE
6118,products,3931,price,2108.56,2142.48,1284.0,2024-11-11 17:13:59,UPDATE
1322,products,1222,price,299.73,283.39,2303.0,2025-08-28 03:52:18,UPDATE
6132,products,3667,,2610.46,2457.03,1525.0,2024-04-30 09:20:16,UPDATE
54,products,1871,price,4480.99,4048.43,1992.0,2024-11-18 05:08:54,UPDATE
7608,products,1770,price,,193.01,1842.0,2024-09-21 22:34:49,UPDATE
6106,products,3225,price,,3938.45,1027.0,2025-05-27 06:57:17,UPDATE
3182,products,2284,price,4701.01,4460.57,,2024-07-24 05:34:29,UPDATE
1863,products,5567,price,774.1,736.65,2959.0,2025-04-07 19:05:15,UPDATE
6317,products,954,price,2966.1,3248.06,470.0,,UPDATE
9637,employees,1002,salary,33466,37648,1282.0,2024-03-27 22:25:43,UPDATE
5045,employees,1405,,33550,39475,2968.0,2024-03-24 13:00:47,
1590,products,3771,price,4141.54,4033.75,2974.0,2025-12-14 23:34:20,UPDATE
6301,products,4178,price,3610.59,3712.17,1256.0,2025-11-29 22:16:53,update
8586,products,2441,PRICE,1044.47,998.16,2746.0,2025-08-14 14:11:05,UPDATE
8920,products,5114,price,2554.69,2667.82,2385.0,2024-11-25 00:47:12,UPDATE
6800,products,2514,price,4944.48,5098.17,619.0,2024-05-31 03:22:45,UPDATE
4354,products,4681,price,1911.52,2044.31,,2025-09-29 06:36:04,UPDATE
8529,products,2739,price,1893.22,1774.8,433.0,2024-11-04 23:57:40,UPDATE
6240,products,2346,price,3503.92,3479.3,1293.0,2025-09-28 23:46:18,UPDATE
551,employees,980,salary,70277,81163,2643.0,2025-12-16 12:07:52,UPDATE
1301,employees,1201,salary,35302,42028,2185.0,2024-04-29 23:57:09,UPDATE
260,employees,2429,salary,79631,86610,1699.0,2025-06-03 00:56:36,UPDATE
2473,products,2903,price,1500.0,1568.94,1687.0,2025-05-20 06:59:23,UPDATE
8334,products,2232,price,3040.81,3176.28,23.0,2024-02-03 07:53:50,UPDATE
5979,products,2590,Price,2626.02,2638.57,2266.0,2024-08-27 17:51:44,update
6532,products,5421,price,824.03,801.33,1198.0,,UPDATE
1588,products,1611,price,3765.85,4012.49,2627.0,,UPDATE
9302,employees,401,salary,70982,81842,1964.0,2024-03-20 20:57:33,UPDATE
5535,products,3068,price,2279.13,2484.96,347.0,2024-12-08 07:12:49,UPDATE
7400,products,1164,price,3084.54,2912.89,1861.0,2025-08-30 12:11:41,UPDATE
2821,products,2486,Price,3074.14,2879.61,2841.0,2024-01-21 15:08:15,UPDATE
313,products,5266,price,3116.38,2937.94,2796.0,,UPDATE
7722,products,5670,price,2273.76,2310.01,2964.0,2025-03-19 07:47:24,UPDATE
2716,employees,705,salary,37715,44736,975.0,2024-01-26 07:54:36,UPDATE
6907,employees,75,salary,48379,51575,1090.0,2025-02-03 04:23:37,UPDATE
4141,products,1585,price,274.56,298.02,2096.0,2024-06-01 21:41:11,UPDATE
4852,products,1969,price,525.96,497.25,2275.0,2025-06-02 06:11:24,UPDATE
7471,Products,5567,price,2679.83,2687.68,2469.0,2024-04-14 21:09:35,UPDATE
3275,products,2709,price,2141.36,2228.15,406.0,2025-05-21 04:16:25,UPDATE
2463,PRODUCTS,3710,price,1624.63,1522.89,472.0,2024-03-02 11:00:26,
9395,employees,202,salary,,81601,1465.0,2025-10-16 12:49:48,UPDATE
1486,,4429,price,370.21,346.76,1833.0,2024-05-17 12:36:31,UPDATE
6359,products,719,price,3364.25,3652.77,2252.0,2025-04-28 10:31:16,UPDATE
4381,employees,762,salary,64445,75322,797.0,2025-07-24 19:08:47,UPDATE
2988,products,112,price,1499.06,1607.56,1671.0,2024-03-27 12:09:08,Update
8696,products,1689,PRICE,4244.79,3940.04,888.0,2026-01-17 15:41:44,UPDATE
5308,products,209,price,3951.12,3639.73,2861.0,2025-11-28 12:14:36,UPDATE
2738,products,580,price,1210.18,1097.21,2905.0,2025-01-09 06:24:16,UPDATE
5007,products,983,Price,1299.98,1218.66,,2024-09-06 15:17:03,UPDATE
5386,employees,2769,salary,49815,55534,2071.0,2025-08-14 09:14:56,
9706,products,3569,price,3079.61,2998.87,1941.0,2024-05-29 08:33:16,UPDATE
8370,products,4005,price,3445.43,3209.03,591.0,2024-06-25 23:59:44,UPDATE
7450,employees,134,salary,50401,59402,2128.0,2025-04-30 11:53:12,UPDATE
4572,PRODUCTS,4217,price,2703.28,2899.73,6.0,,UPDATE
2969,employees,166,salary,74073,87860,1857.0,2024-03-12 17:59:19,UPDATE
7878,products,519,price,383.64,396.7,20.0,2024-11-12 17:03:28,UPDATE
793,products,3178,price,2495.02,2387.9,1299.0,2025-06-01 02:47:28,
7212,employees,2548,salary,49288,58629,1090.0,2024-03-05 08:31:11,UPDATE
1556,Products,5169,price,1824.36,1870.62,1169.0,,update
8379,Products,108,price,4880.4,4596.16,1339.0,2026-02-05 04:29:42,UPDATE
8119,products,3625,price,4852.08,,2704.0,2024-05-29 08:10:15,UPDATE
2816,employees,2022,salary,39046,46235,2260.0,2024-12-14 04:34:12,update
4675,EMPLOYEES,1882,salary,61518,71398,2801.0,2026-01-23 19:15:28,UPDATE
9579,products,1988,price,605.16,634.08,238.0,2024-05-15 01:03:21,UPDATE
1655,employees,1508,salary,,44192,1203.0,2025-06-03 21:13:19,UPDATE
5249,products,787,price,1902.32,1975.45,2698.0,2024-03-01 13:06:03,UPDATE
7621,EMPLOYEES,1481,salary,48917,56195,2599.0,2024-10-05 18:14:15,UPDATE
6072,employees,385,salary,50045,59653,290.0,2024-04-19 13:18:28,UPDATE
3718,products,1378,price,1360.16,1326.16,694.0,2025-07-06 23:20:32,UPDATE
9628,employees,2332,salary,59516,70280,535.0,2025-04-26 10:42:25,UPDATE
9550,products,5564,price,3717.82,3457.94,484.0,2025-02-27 12:16:43,UPDATE
9463,employees,1532,salary,44857,52240,581.0,2024-08-08 19:29:11,UPDATE
588,employees,2264,salary,62670,74529,2676.0,2025-07-11 01:23:23,UPDATE
9171,employees,586,salary,46352,55174,1994.0,2025-11-03 12:12:31,UPDATE
6431,products,1927,price,1484.02,1570.34,145.0,2024-03-09 08:51:23,UPDATE
2215,employees,1506,Salary,55372,66167,1304.0,2026-01-31 01:31:43,UPDATE
1964,products,2102,PRICE,4548.36,4759.61,2535.0,2025-08-13 20:15:45,Update
6836,products,4229,price,1892.08,1775.95,2286.0,2025-08-12 02:48:12,UPDATE
8983,Employees,1795,salary,52411,58787,2432.0,2024-01-30 14:51:55,UPDATE
6310,products,615,price,2344.28,2229.91,2787.0,2024-10-17 06:16:46,UPDATE
4423,employees,2575,salary,53978,64371,2984.0,2024-10-28 12:34:58,UPDATE
607,employees,2200,salary,34070,40020,2039.0,2025-05-17 23:48:38,UPDATE
2107,products,291,price,1603.89,,394.0,2024-11-21 19:46:32,UPDATE
9176,employees,131,,30395,34829,599.0,2025-10-12 09:22:06,update
7390,products,4988,price,575.33,522.78,353.0,2024-05-23 22:25:52,UPDATE
8710,employees,19,salary,37894,,2935.0,2024-06-11 19:43:24,UPDATE
7401,products,2500,PRICE,4546.28,4989.49,436.0,2025-01-30 03:11:06,UPDATE
1383,products,3210,price,1310.54,1386.19,1931.0,2025-03-28 22:23:33,UPDATE
6442,products,1773,price,4439.5,4684.36,2281.0,2024-08-23 11:35:34,UPDATE
3768,products,538,price,201.3,201.03,2735.0,2024-10-09 02:39:33,update
8152,products,3794,price,4162.75,3848.23,11.0,,UPDATE
4899,products,1213,price,3502.13,3680.59,1827.0,2024-08-04 00:30:02,
8538,products,5001,price,,1179.87,367.0,,UPDATE
8647,employees,767,salary,55348,62561,1940.0,2025-12-18 11:18:54,UPDATE
6417,products,5130,price,3809.17,3787.35,2091.0,2025-10-04 15:46:55,UPDATE
6418,products,4517,price,3053.35,3046.52,2565.0,2024-11-05 05:15:39,UPDATE
1955,products,1790,price,1034.13,1135.9,,2024-07-03 17:18:40,
8383,products,4486,price,4062.58,3940.23,1443.0,2024-08-22 07:43:29,UPDATE
6722,products,5509,price,2061.18,2173.36,2978.0,2024-08-11 09:32:48,
4528,products,1065,price,4798.14,5229.44,2827.0,2025-12-16 11:57:52,UPDATE
8570,products,4055,price,1033.92,1026.92,,2025-09-05 21:06:13,Update
8137,products,3629,price,2745.15,2720.79,2874.0,2024-07-06 02:55:01,UPDATE
3899,products,5569,price,2215.22,2304.0,2355.0,2026-01-17 10:01:37,UPDATE
5476,products,2079,price,1904.16,2046.86,1024.0,2025-05-01 01:42:36,UPDATE
5930,products,5241,price,1912.58,1830.04,2353.0,2024-05-11 17:38:21,UPDATE
6733,products,3249,price,4381.87,4364.33,1241.0,,UPDATE
5779,products,700,price,4729.41,4818.79,411.0,2024-06-15 21:31:37,UPDATE
851,Products,3327,price,2314.59,2171.16,1341.0,2025-04-23 21:44:09,UPDATE
1932,products,3515,price,1422.96,1466.48,1104.0,2024-04-07 15:58:46,UPDATE
387,products,3993,price,2465.11,2377.16,1098.0,2024-09-07 09:33:33,UPDATE
9633,products,461,price,1553.31,1665.16,2724.0,,UPDATE
7640,employees,2425,salary,39720,45845,532.0,2025-03-24 12:25:44,UPDATE
1915,employees,2011,salary,47788,53989,776.0,2024-11-21 20:38:37,UPDATE
9603,employees,398,salary,78450,91892,2101.0,2024-08-14 04:30:12,UPDATE
2315,employees,1069,salary,57569,63056,890.0,2024-11-26 08:07:14,UPDATE
7433,products,2245,price,2468.75,2420.72,1251.0,2025-08-26 03:05:52,UPDATE
6576,employees,2771,SALARY,49739,57976,1883.0,2024-11-11 14:44:11,UPDATE
6315,employees,1982,salary,56614,67781,2691.0,2025-06-01 16:35:43,UPDATE
233,products,4925,price,4312.21,4703.91,132.0,2024-01-19 05:09:35,UPDATE
1747,products,5325,price,1738.26,1748.04,2020.0,2025-09-13 02:27:47,UPDATE
8487,,2448,price,1955.97,1931.25,2067.0,2025-10-16 07:16:30,UPDATE
9495,employees,2844,salary,54144,63221,2140.0,2025-04-11 21:07:07,UPDATE
3189,employees,1535,salary,31722,37267,2651.0,2024-11-08 06:51:50,
8182,products,591,,3848.29,4118.54,297.0,2024-06-02 13:59:02,UPDATE
4604,employees,1839,salary,32181,38173,1176.0,2025-11-28 06:49:45,UPDATE
3401,products,4303,price,4734.46,5003.96,844.0,2024-06-09 02:28:19,UPDATE
9942,products,2096,price,2785.6,2618.46,1462.0,2024-05-23 08:53:30,UPDATE
2783,products,296,price,2443.4,2493.58,2446.0,2024-04-17 03:51:07,Update
259,products,2164,price,3823.41,3503.81,109.0,2025-10-07 10:32:57,UPDATE
5854,products,934,price,4513.98,4475.7,227.0,2025-06-26 10:23:29,UPDATE
4269,employees,500,salary,64572,71593,1777.0,2025-01-20 20:37:50,Update
7228,products,800,price,2969.77,3118.7,571.0,2024-02-29 03:05:34,UPDATE
9229,products,2923,price,2676.93,2809.77,1424.0,2024-06-22 19:33:16,UPDATE
4164,products,5748,price,1795.06,1949.87,980.0,2025-05-07 16:05:03,UPDATE
6737,products,2546,price,1140.74,1068.58,1383.0,2024-02-01 04:34:19,UPDATE
3631,products,1196,price,4637.03,4551.71,918.0,2024-08-13 04:51:47,UPDATE
2431,products,3051,Price,4891.11,4415.07,373.0,2024-11-21 10:27:33,UPDATE
1217,products,4174,price,2217.62,2025.1,1228.0,2025-04-30 00:07:05,UPDATE
3011,products,2673,price,1590.68,1451.56,1474.0,2025-09-05 07:52:39,UPDATE
9091,products,5269,price,2628.02,2873.21,2814.0,2024-03-29 22:04:49,UPDATE
8087,products,3919,PRICE,3843.15,4151.84,1124.0,2025-10-26 07:17:15,UPDATE
5657,employees,876,salary,71661,84054,1445.0,2025-06-21 07:03:12,UPDATE
2230,employees,1199,salary,52929,57742,1337.0,2024-12-26 18:53:35,UPDATE
9524,employees,2103,salary,73487,85100,314.0,2024-12-12 11:25:10,UPDATE
3980,products,862,price,411.17,424.99,1899.0,2025-04-15 14:49:26,update
53,products,3834,price,932.95,902.68,323.0,2026-01-06 03:28:20,UPDATE
2392,products,516,Price,2612.75,,1154.0,2025-02-28 00:49:30,UPDATE
6775,employees,1182,salary,34417,37896,2644.0,2024-08-25 18:34:57,UPDATE
6602,products,2808,,4187.81,,196.0,2024-01-11 02:44:50,UPDATE
6639,products,1530,price,2717.76,2644.96,778.0,2025-01-16 15:43:47,UPDATE
148,products,2675,price,1936.0,1838.59,,2024-05-27 19:07:57,UPDATE
124,employees,2393,salary,33119,39028,2555.0,2024-06-08 00:40:19,UPDATE
6761,products,3899,price,3164.27,2867.45,2619.0,2025-09-13 22:07:31,UPDATE
9339,products,2325,price,3887.2,3734.01,2814.0,2024-01-14 05:59:38,UPDATE
7824,products,4127,price,478.95,496.23,145.0,2024-07-24 06:44:04,UPDATE
9984,products,1057,price,1341.18,1428.27,2436.0,,Update
7537,Products,196,price,3932.48,4223.93,1914.0,2025-04-21 04:25:26,UPDATE
1303,,3079,price,104.23,99.75,1484.0,2024-06-08 16:44:10,UPDATE
1283,products,4886,,3797.3,4176.72,,2024-10-14 01:12:40,UPDATE
5686,,5179,PRICE,3034.8,,,2024-06-23 21:33:23,UPDATE
1773,products,3203,price,2604.05,2346.68,1034.0,2024-03-24 20:44:55,UPDATE
1777,products,3487,price,955.57,941.15,26.0,2025-09-15 15:46:51,UPDATE
9837,employees,10,salary,47382,51533,658.0,2024-08-09 19:36:35,Update
2557,products,1017,price,3542.24,3511.39,2700.0,2024-12-23 22:53:30,UPDATE
1928,products,69,price,2835.51,2567.85,855.0,2025-06-25 14:41:26,UPDATE
5312,products,970,PRICE,2071.46,1975.75,1849.0,2025-12-22 08:56:22,UPDATE
