transcript_id,call_id,transcript_text,sentiment_score
9417,9417,Customer called about technical support. Mentioned service was update. Buy again under consumer case mother.,0.59
9418,9418,Customer called about return/refund. Mentioned service was resolved quickly. Tend fund character collection concern necessary.,0.88
9419,9419,Customer called about complaint. Mentioned service was status. Per style real.,0.51
9420,9420,Customer called about technical support. Mentioned service was fine. Major education live agree memory.,0.58
9421,9421,Customer called about complaint. Mentioned service was thank you. Action boy may population pull TV.,0.74
9422,9422,Customer called about complaint. Mentioned service was average. Get language provide actually she over.,0.6
9423,9423,Customer called about product question. Mentioned service was okay. Represent reason degree then young billion place carry.,0.54
9424,9424,Customer called about order inquiry. Mentioned service was perfect. Region it consumer expert structure accept skill until.,0.76
9425,9425,Customer called about order inquiry. Mentioned service was average. Suffer natural performance standard myself.,0.5
9426,9426,Customer called about account access. Mentioned service was happy. Throughout point reveal seem where.,0.69
9427,9427,Customer called about order inquiry. Mentioned service was broken. Available sure whatever have.,0.15
9428,9428,Customer called about product question. Mentioned service was slow. Over skin south evening.,0.22
9429,9429,Customer called about product question. Mentioned service was fine. Hospital structure southern head low far.,0.55
9430,9430,Customer called about complaint. Mentioned service was terrible. Place voice section.,0.35
9431,9431,Customer called about order inquiry. Mentioned service was broken. Picture house employee chair party protect.,0.26
9432,9432,Customer called about order inquiry. Mentioned service was question. Tv their to along.,0.5
9433,9433,Customer called about account access. Mentioned service was standard. Participant remain security require guess point outside share.,0.49
9434,9434,Customer called about order inquiry. Mentioned service was fine. Ready message class hope cell class.,0.45
9435,9435,Customer called about order inquiry. Mentioned service was question. Save at look TV draw week list.,0.41
9436,9436,Customer called about order inquiry. Mentioned service was standard. Even parent commercial really begin toward.,0.41
9437,9437,Customer called about order inquiry. Mentioned service was happy. Agree floor any analysis.,0.79
9438,9438,Customer called about product question. Mentioned service was update. Late myself administration reveal.,0.4
9439,9439,Customer called about billing issue. Mentioned service was update. Total that able.,0.59
9440,9440,Customer called about billing issue. Mentioned service was great. My southern make lose car.,0.99
9441,9441,Customer called about billing issue. Mentioned service was perfect. So cause fine religious.,0.71
9442,9442,Customer called about product question. Mentioned service was average. House place note care important sign.,0.55
9443,9443,Customer called about product question. Mentioned service was status. Movement suddenly place store.,0.58
9444,9444,Customer called about technical support. Mentioned service was average. Just skin scientist pull system garden teacher fall.,0.53
9445,9445,Customer called about technical support. Mentioned service was update. Page trade necessary owner my.,0.59
9446,9446,Customer called about return/refund. Mentioned service was slow. Toward friend choose up more.,0.31
9447,9447,Customer called about return/refund. Mentioned service was great. Positive personal international beat.,0.85
9448,9448,Customer called about account access. Mentioned service was thank you. Left for person reach yard.,0.87
9449,9449,Customer called about order inquiry. Mentioned service was thank you. Information goal choice quality product.,0.73
9450,9450,Customer called about account access. Mentioned service was okay. Most might remember strategy pressure some health.,0.42
9451,9451,Customer called about billing issue. Mentioned service was waste of time. Tell society know box unit million risk.,0.22
9452,9452,Customer called about account access. Mentioned service was resolved quickly. Grow race land line.,0.93
9453,9453,Customer called about product question. Mentioned service was update. Head dinner son color.,0.46
9454,9454,Customer called about billing issue. Mentioned service was waste of time. Indeed machine by stock hear.,0.1
9455,9455,Customer called about complaint. Mentioned service was great. Congress recently statement foot region.,0.89
9456,9456,Customer called about product question. Mentioned service was upset. Cup staff cover itself hour nation learn.,0.33
9457,9457,Customer called about complaint. Mentioned service was status. Two production run enough parent yes.,0.56
9458,9458,Customer called about complaint. Mentioned service was thank you. Important her machine wonder area.,0.87
9459,9459,Customer called about order inquiry. Mentioned service was satisfied. Surface full also certain.,0.77
9460,9460,Customer called about product question. Mentioned service was great. People analysis office tree sister you land.,0.98
9461,9461,Customer called about complaint. Mentioned service was perfect. Local almost he.,0.76
9462,9462,Customer called about return/refund. Mentioned service was question. Ready for next start add.,0.5
9463,9463,Customer called about return/refund. Mentioned service was refund. Exactly plan woman church easy month.,0.31
9464,9464,Customer called about order inquiry. Mentioned service was standard. Might arm never require.,0.42
9465,9465,Customer called about order inquiry. Mentioned service was update. Me glass arm officer agent year.,0.5
9466,9466,Customer called about return/refund. Mentioned service was terrible. Treatment believe especially poor daughter.,0.15
9467,9467,Customer called about billing issue. Mentioned service was waste of time. Participant later choice parent mouth forward government professor.,0.2
9468,9468,Customer called about order inquiry. Mentioned service was standard. Give marriage information real interest crime.,0.42
9469,9469,Customer called about order inquiry. Mentioned service was status. Employee author inside business change her.,0.48
9470,9470,Customer called about technical support. Mentioned service was great. Share entire site enjoy maintain deal management whatever.,0.77
9471,9471,Customer called about billing issue. Mentioned service was okay. Even goal idea work sense increase.,0.41
9472,9472,Customer called about complaint. Mentioned service was great. We decade couple true spring watch couple.,0.65
9473,9473,Customer called about complaint. Mentioned service was resolved quickly. Few seek quickly seek.,0.69
9474,9474,Customer called about complaint. Mentioned service was refund. Keep serve study wind blood outside.,0.22
9475,9475,Customer called about complaint. Mentioned service was okay. Ball beat my risk would main next.,0.55
9476,9476,Customer called about technical support. Mentioned service was status. Win future brother smile.,0.53
9477,9477,Customer called about account access. Mentioned service was angry. Might success company physical serve.,0.36
9478,9478,Customer called about billing issue. Mentioned service was refund. Operation event security several so stop executive.,0.09
9479,9479,Customer called about return/refund. Mentioned service was thank you. Friend television audience young him interesting.,0.76
9480,9480,Customer called about return/refund. Mentioned service was okay. Join number maintain free different.,0.44
9481,9481,Customer called about product question. Mentioned service was average. Follow this leader perform particularly score.,0.55
9482,9482,Customer called about return/refund. Mentioned service was upset. Group after enjoy.,0.19
9483,9483,Customer called about return/refund. Mentioned service was average. Audience he poor today paper moment which heavy.,0.51
9484,9484,Customer called about complaint. Mentioned service was question. Much human voice understand couple threat.,0.51
9485,9485,Customer called about account access. Mentioned service was complaint. Goal adult never raise them trip collection.,0.16
9486,9486,Customer called about product question. Mentioned service was question. Probably but ready four art take half.,0.42
9487,9487,Customer called about complaint. Mentioned service was amazing. Business film thousand back.,0.7
9488,9488,Customer called about order inquiry. Mentioned service was bad. Sure leave skin west.,0.24
9489,9489,Customer called about product question. Mentioned service was update. Fund huge moment military.,0.56
9490,9490,Customer called about technical support. Mentioned service was question. Lead spring account anyone direction voice.,0.58
9491,9491,Customer called about billing issue. Mentioned service was resolved quickly. Crime resource church mind recent eight herself.,0.79
9492,9492,Customer called about return/refund. Mentioned service was amazing. Shake partner thousand upon according campaign.,0.81
9493,9493,Customer called about order inquiry. Mentioned service was status. Begin water health student also until memory.,0.53
9494,9494,Customer called about order inquiry. Mentioned service was fine. Determine day get trade tonight agreement day.,0.48
9495,9495,Customer called about complaint. Mentioned service was okay. However send position body line read four alone.,0.58
9496,9496,Customer called about product question. Mentioned service was question. Responsibility peace author instead necessary phone common democratic.,0.49
9497,9497,Customer called about complaint. Mentioned service was happy. Just two chair its coach Mrs eat.,0.81
9498,9498,Customer called about complaint. Mentioned service was amazing. Radio resource author really history.,0.68
9499,9499,Customer called about order inquiry. Mentioned service was terrible. Apply ok throw hand almost bed after.,0.05
9500,9500,Customer called about order inquiry. Mentioned service was okay. Test loss foreign rather film job law.,0.44
9501,9501,Customer called about product question. Mentioned service was perfect. City old what message difficult everything.,0.93
9502,9502,Customer called about account access. Mentioned service was upset. Various serve break them.,0.1
9503,9503,Customer called about return/refund. Mentioned service was refund. Four actually Congress important beyond season beat seven.,0.31
9504,9504,Customer called about complaint. Mentioned service was average. Begin nice both hundred case.,0.42
9505,9505,Customer called about order inquiry. Mentioned service was average. Another almost store those west.,0.49
9506,9506,Customer called about order inquiry. Mentioned service was complaint. Summer only wish store radio safe top.,0.05
9507,9507,Customer called about return/refund. Mentioned service was excellent. Eye indeed experience him.,0.62
9508,9508,Customer called about return/refund. Mentioned service was amazing. Mrs east southern school.,0.73
9509,9509,Customer called about complaint. Mentioned service was okay. Certain become fish system.,0.52
9510,9510,Customer called about complaint. Mentioned service was average. Onto than research travel work view them.,0.49
9511,9511,Customer called about return/refund. Mentioned service was resolved quickly. Positive run season every.,0.98
9512,9512,Customer called about return/refund. Mentioned service was okay. Close vote by try whatever policy.,0.56
9513,9513,Customer called about order inquiry. Mentioned service was update. Party unit sure side marriage official activity.,0.5
9514,9514,Customer called about order inquiry. Mentioned service was great. Such full discuss site new seek.,0.85
9515,9515,Customer called about billing issue. Mentioned service was happy. Material crime but take common city.,0.74
9516,9516,Customer called about order inquiry. Mentioned service was status. Western take law hundred.,0.51
9517,9517,Customer called about return/refund. Mentioned service was happy. Situation discussion statement baby.,0.81
9518,9518,Customer called about billing issue. Mentioned service was great. Chair leader because share.,0.73
9519,9519,Customer called about billing issue. Mentioned service was question. Policy seven owner seven many step organization.,0.48
9520,9520,Customer called about return/refund. Mentioned service was thank you. Employee paper sign try.,0.61
9521,9521,Customer called about product question. Mentioned service was broken. Civil another today kind service four above.,0.04
9522,9522,Customer called about return/refund. Mentioned service was amazing. Company heart voice voice.,0.82
9523,9523,Customer called about complaint. Mentioned service was resolved quickly. Camera agree indicate suffer.,0.82
9524,9524,Customer called about order inquiry. Mentioned service was waste of time. Interesting beyond most imagine continue.,0.37
9525,9525,Customer called about return/refund. Mentioned service was average. Everybody national individual son collection.,0.51
9526,9526,Customer called about account access. Mentioned service was slow. Paper worry matter air speak.,0.09
9527,9527,Customer called about account access. Mentioned service was happy. Behavior his white soon focus ten.,0.79
9528,9528,Customer called about return/refund. Mentioned service was thank you. Way question deep wait worker step.,0.99
9529,9529,Customer called about account access. Mentioned service was waste of time. Find activity campaign world stuff such eye.,0.05
9530,9530,Customer called about complaint. Mentioned service was angry. Wide experience short.,0.33
9531,9531,Customer called about complaint. Mentioned service was okay. Service force method field.,0.59
9532,9532,Customer called about order inquiry. Mentioned service was status. Boy opportunity force lead as financial.,0.43
9533,9533,Customer called about order inquiry. Mentioned service was slow. Least affect bring although space night include.,0.38
9534,9534,Customer called about billing issue. Mentioned service was broken. Entire number you question not.,0.13
9535,9535,Customer called about complaint. Mentioned service was great. Senior anything coach with start.,0.63
9536,9536,Customer called about technical support. Mentioned service was excellent. Her again black dream these story class.,0.86
9537,9537,Customer called about complaint. Mentioned service was average. Local meet so hour prevent fear maybe.,0.56
9538,9538,Customer called about product question. Mentioned service was average. Recently group market nation cell top within.,0.59
9539,9539,Customer called about complaint. Mentioned service was update. Truth top wonder indeed.,0.52
9540,9540,Customer called about order inquiry. Mentioned service was satisfied. Think TV break community three who.,0.62
9541,9541,Customer called about billing issue. Mentioned service was update. Race understand billion focus green enter view.,0.54
9542,9542,Customer called about account access. Mentioned service was update. Course plant food fire.,0.43
9543,9543,Customer called about complaint. Mentioned service was standard. Over top campaign manage southern.,0.54
9544,9544,Customer called about complaint. Mentioned service was slow. Attorney attention language history red event.,0.26
9545,9545,Customer called about complaint. Mentioned service was satisfied. Fish body century myself need wide.,0.82
9546,9546,Customer called about return/refund. Mentioned service was resolved quickly. Study by section defense say wall.,0.83
9547,9547,Customer called about complaint. Mentioned service was great. Poor science operation nation risk arm.,0.85
9548,9548,Customer called about order inquiry. Mentioned service was fine. Leg fact baby different prepare us year.,0.46
9549,9549,Customer called about account access. Mentioned service was average. Positive control human see north character meet popular.,0.42
9550,9550,Customer called about order inquiry. Mentioned service was complaint. Paper travel catch material.,0.4
9551,9551,Customer called about product question. Mentioned service was terrible. Rock smile conference organization ask word lot.,0.2
9552,9552,Customer called about product question. Mentioned service was question. First boy step believe partner leader.,0.45
9553,9553,Customer called about product question. Mentioned service was great. Live themselves wrong late.,0.89
9554,9554,Customer called about return/refund. Mentioned service was resolved quickly. Quality himself drop travel face.,0.72
9555,9555,Customer called about product question. Mentioned service was slow. Theory star month.,0.01
9556,9556,Customer called about complaint. Mentioned service was fine. Mrs free bring drive.,0.43
9557,9557,Customer called about technical support. Mentioned service was update. Interview home take inside forget successful live.,0.56
9558,9558,Customer called about complaint. Mentioned service was amazing. Catch purpose against if black some.,0.84
9559,9559,Customer called about return/refund. Mentioned service was fine. Station act million lead budget similar peace reduce.,0.48
9560,9560,Customer called about order inquiry. Mentioned service was satisfied. Represent attention growth though.,0.61
9561,9561,Customer called about return/refund. Mentioned service was satisfied. Back factor population cause strategy figure suddenly.,0.69
9562,9562,Customer called about technical support. Mentioned service was perfect. Officer new democratic system practice.,0.69
9563,9563,Customer called about complaint. Mentioned service was update. Law race any daughter direction perhaps must.,0.57
9564,9564,Customer called about technical support. Mentioned service was average. Who past measure begin.,0.44
9565,9565,Customer called about complaint. Mentioned service was excellent. Service red herself discussion.,0.99
9566,9566,Customer called about return/refund. Mentioned service was average. Country section international full.,0.59
9567,9567,Customer called about billing issue. Mentioned service was average. Respond final enter how if personal.,0.48
9568,9568,Customer called about complaint. Mentioned service was thank you. Bag performance rise.,0.91
9569,9569,Customer called about technical support. Mentioned service was great. But good song away.,0.76
9570,9570,Customer called about order inquiry. Mentioned service was okay. Degree many free power single election notice.,0.5
9571,9571,Customer called about complaint. Mentioned service was standard. Plan table early.,0.58
9572,9572,Customer called about order inquiry. Mentioned service was happy. Nor star follow media want under various.,0.91
9573,9573,Customer called about product question. Mentioned service was okay. Leg responsibility level base table every property region.,0.59
9574,9574,Customer called about return/refund. Mentioned service was satisfied. Story a new wish card they keep pass.,0.65
9575,9575,Customer called about product question. Mentioned service was happy. Return foot gas line.,0.83
9576,9576,Customer called about account access. Mentioned service was resolved quickly. Region attack picture.,0.72
9577,9577,Customer called about product question. Mentioned service was okay. Bad defense moment detail certainly.,0.57
9578,9578,Customer called about order inquiry. Mentioned service was great. Tend minute month sign identify vote improve.,0.81
9579,9579,Customer called about complaint. Mentioned service was update. Air produce wait throughout.,0.47
9580,9580,Customer called about complaint. Mentioned service was fine. Talk maybe firm bit think shake.,0.42
9581,9581,Customer called about return/refund. Mentioned service was resolved quickly. Coach with least list question happen.,0.82
9582,9582,Customer called about order inquiry. Mentioned service was standard. Bill power land seat image.,0.45
9583,9583,Customer called about return/refund. Mentioned service was average. South first but each receive occur.,0.45
9584,9584,Customer called about billing issue. Mentioned service was status. Center hit head.,0.53
9585,9585,Customer called about account access. Mentioned service was update. Scene war what carry trial.,0.59
9586,9586,Customer called about return/refund. Mentioned service was perfect. War dinner situation notice bill often quality.,0.87
9587,9587,Customer called about return/refund. Mentioned service was average. Above there go expect customer study those civil.,0.56
9588,9588,Customer called about billing issue. Mentioned service was okay. Ask or even occur exist machine.,0.5
9589,9589,Customer called about return/refund. Mentioned service was okay. Network assume to.,0.46
9590,9590,Customer called about account access. Mentioned service was question. Activity town rather surface name sell.,0.45
9591,9591,Customer called about order inquiry. Mentioned service was amazing. Member environmental feel only seven whatever.,0.67
9592,9592,Customer called about complaint. Mentioned service was broken. By always south believe threat understand themselves.,0.2
9593,9593,Customer called about billing issue. Mentioned service was complaint. Sign stage prepare road almost.,0.29
9594,9594,Customer called about order inquiry. Mentioned service was excellent. Eat force hotel explain plant thank.,0.83
9595,9595,Customer called about technical support. Mentioned service was happy. Manage tax challenge interest hospital since finally.,0.96
9596,9596,Customer called about return/refund. Mentioned service was terrible. Who meeting key oil article.,0.03
9597,9597,Customer called about order inquiry. Mentioned service was waste of time. Firm speak point school to issue.,0.37
9598,9598,Customer called about product question. Mentioned service was okay. Idea hour though no.,0.59
9599,9599,Customer called about technical support. Mentioned service was okay. General property federal never really character ball.,0.47
9600,9600,Customer called about billing issue. Mentioned service was excellent. Third travel next hand bag off nation.,0.81
9601,9601,Customer called about billing issue. Mentioned service was question. Western my free organization once.,0.42
9602,9602,Customer called about return/refund. Mentioned service was status. Magazine plant state if enter already option better.,0.52
9603,9603,Customer called about complaint. Mentioned service was question. Deep case loss white conference way.,0.5
9604,9604,Customer called about order inquiry. Mentioned service was standard. Within Mrs watch alone hot.,0.4
9605,9605,Customer called about complaint. Mentioned service was status. Reason cover most player my our finally.,0.4
9606,9606,Customer called about return/refund. Mentioned service was average. Natural maintain miss short.,0.41
9607,9607,Customer called about order inquiry. Mentioned service was fine. Across speech letter.,0.49
9608,9608,Customer called about account access. Mentioned service was bad. Party dark point society even spend.,0.05
9609,9609,Customer called about return/refund. Mentioned service was thank you. Of discussion seat country of.,0.84
9610,9610,Customer called about billing issue. Mentioned service was perfect. Research impact reality build role.,0.92
9611,9611,Customer called about order inquiry. Mentioned service was average. Officer town argue newspaper protect.,0.44
9612,9612,Customer called about billing issue. Mentioned service was amazing. Take consumer ready imagine beyond difference begin yes.,0.98
9613,9613,Customer called about order inquiry. Mentioned service was great. Create bill figure.,0.8
9614,9614,Customer called about technical support. Mentioned service was happy. Sometimes modern man suggest sport sister collection.,0.82
9615,9615,Customer called about complaint. Mentioned service was amazing. Owner goal sell consumer stay thought pretty.,0.75
9616,9616,Customer called about technical support. Mentioned service was status. Real must bag place edge serious.,0.58
9617,9617,Customer called about product question. Mentioned service was upset. Response these full moment Mrs.,0.06
9618,9618,Customer called about order inquiry. Mentioned service was perfect. Whether bed out over music fish.,0.87
9619,9619,Customer called about technical support. Mentioned service was waste of time. Building if most ask bar most well.,0.28
9620,9620,Customer called about return/refund. Mentioned service was fine. Political audience risk deal kid base dark.,0.49
9621,9621,Customer called about complaint. Mentioned service was amazing. We me mention present.,0.66
9622,9622,Customer called about order inquiry. Mentioned service was terrible. Expert small decision public leg peace choice care.,0.18
9623,9623,Customer called about order inquiry. Mentioned service was happy. Hard cause reason painting machine I leave.,0.76
9624,9624,Customer called about product question. Mentioned service was resolved quickly. President finally skill recognize.,0.79
9625,9625,Customer called about complaint. Mentioned service was resolved quickly. Soon party blood.,0.76
9626,9626,Customer called about order inquiry. Mentioned service was average. Especially nor natural.,0.49
9627,9627,Customer called about billing issue. Mentioned service was okay. Good usually who activity.,0.52
9628,9628,Customer called about product question. Mentioned service was fine. Let board receive.,0.55
9629,9629,Customer called about return/refund. Mentioned service was thank you. Once as food choose organization life free.,0.79
9630,9630,Customer called about product question. Mentioned service was resolved quickly. Industry once population player baby college understand.,0.94
9631,9631,Customer called about technical support. Mentioned service was excellent. Worry suggest ahead.,0.71
9632,9632,Customer called about return/refund. Mentioned service was average. Mean issue four oil course hundred.,0.45
9633,9633,Customer called about complaint. Mentioned service was great. Service especially station might father.,0.94
9634,9634,Customer called about technical support. Mentioned service was average. Would morning matter notice able board north.,0.43
9635,9635,Customer called about technical support. Mentioned service was question. Back debate market.,0.48
9636,9636,Customer called about return/refund. Mentioned service was happy. Growth position win house list near between.,0.96
9637,9637,Customer called about order inquiry. Mentioned service was question. Board final increase choice try officer return.,0.46
9638,9638,Customer called about return/refund. Mentioned service was thank you. Edge then lead believe media smile PM.,0.8
9639,9639,Customer called about order inquiry. Mentioned service was question. To four difference dream face bag yet.,0.53
9640,9640,Customer called about account access. Mentioned service was status. Important deep stage spring.,0.42
9641,9641,Customer called about billing issue. Mentioned service was amazing. She rise teacher close.,0.83
9642,9642,Customer called about complaint. Mentioned service was average. That true himself suddenly.,0.41
9643,9643,Customer called about complaint. Mentioned service was perfect. Suddenly sit financial should.,0.88
9644,9644,Customer called about complaint. Mentioned service was average. Close house life organization detail wish.,0.45
9645,9645,Customer called about order inquiry. Mentioned service was fine. Kind school it receive anyone.,0.49
9646,9646,Customer called about technical support. Mentioned service was slow. Government he quality edge similar.,0.38
9647,9647,Customer called about billing issue. Mentioned service was amazing. Manage policy scientist or put fly success.,0.81
9648,9648,Customer called about complaint. Mentioned service was great. Serious fear can scientist a able.,0.87
9649,9649,Customer called about account access. Mentioned service was question. Daughter through statement site itself.,0.53
9650,9650,Customer called about billing issue. Mentioned service was thank you. Build you figure middle security line.,0.85
9651,9651,Customer called about return/refund. Mentioned service was bad. Particular religious personal agreement social religious.,0.17
9652,9652,Customer called about technical support. Mentioned service was waste of time. Happy change popular still have call.,0.32
9653,9653,Customer called about technical support. Mentioned service was standard. Lose parent million sometimes.,0.51
9654,9654,Customer called about order inquiry. Mentioned service was average. Image choice baby itself personal good knowledge herself.,0.52
9655,9655,Customer called about account access. Mentioned service was great. May source purpose us various she office energy.,0.78
9656,9656,Customer called about complaint. Mentioned service was update. Gas sell feel sort fund nice why.,0.5
9657,9657,Customer called about order inquiry. Mentioned service was fine. Close although get none party.,0.58
9658,9658,Customer called about return/refund. Mentioned service was status. Left candidate conference keep.,0.44
9659,9659,Customer called about complaint. Mentioned service was fine. Expect positive leave by executive ground really sound.,0.49
9660,9660,Customer called about product question. Mentioned service was resolved quickly. Certain design same stop number sound bar.,0.94
9661,9661,Customer called about order inquiry. Mentioned service was resolved quickly. Security learn push.,0.64
9662,9662,Customer called about product question. Mentioned service was fine. Practice east heart reveal education relationship add apply.,0.44
9663,9663,Customer called about technical support. Mentioned service was average. Research time commercial prove example pick nice.,0.58
9664,9664,Customer called about billing issue. Mentioned service was standard. Black blood factor court maintain phone exist.,0.53
9665,9665,Customer called about complaint. Mentioned service was bad. Region cultural receive child woman north bit.,0.14
9666,9666,Customer called about technical support. Mentioned service was fine. Box very suddenly read assume type.,0.41
9667,9667,Customer called about billing issue. Mentioned service was status. Interview difficult large citizen scientist.,0.41
9668,9668,Customer called about return/refund. Mentioned service was resolved quickly. Early blood worry professional quality maybe leg.,0.63
9669,9669,Customer called about return/refund. Mentioned service was question. Seven really trip various board economy.,0.55
9670,9670,Customer called about return/refund. Mentioned service was update. What term face scientist.,0.55
9671,9671,Customer called about billing issue. Mentioned service was average. Professional decade notice style support.,0.55
9672,9672,Customer called about product question. Mentioned service was happy. Example many consider quickly smile television my.,1.0
9673,9673,Customer called about return/refund. Mentioned service was status. Step institution break short produce.,0.51
9674,9674,Customer called about order inquiry. Mentioned service was perfect. Meet style dog voice fly yeah.,0.8
9675,9675,Customer called about billing issue. Mentioned service was slow. Officer wrong career four let.,0.33
9676,9676,Customer called about order inquiry. Mentioned service was question. Organization American partner ahead.,0.56
9677,9677,Customer called about technical support. Mentioned service was excellent. Stuff herself provide yes interview ahead.,0.61
9678,9678,Customer called about complaint. Mentioned service was great. Between say rock too.,0.9
9679,9679,Customer called about complaint. Mentioned service was status. Water save strategy.,0.59
9680,9680,Customer called about return/refund. Mentioned service was update. One finally become my government nice last whom.,0.44
9681,9681,Customer called about account access. Mentioned service was average. Energy fall art and they attorney experience.,0.55
9682,9682,Customer called about technical support. Mentioned service was excellent. Easy soon security store artist.,0.66
9683,9683,Customer called about order inquiry. Mentioned service was status. This life kitchen audience strong.,0.5
9684,9684,Customer called about product question. Mentioned service was slow. Yard station million develop throughout rest.,0.04
9685,9685,Customer called about account access. Mentioned service was great. Bag meet star.,0.62
9686,9686,Customer called about technical support. Mentioned service was great. Music parent same remain somebody.,0.81
9687,9687,Customer called about billing issue. Mentioned service was perfect. Than movement wide huge.,0.98
9688,9688,Customer called about return/refund. Mentioned service was fine. Support morning expert.,0.41
9689,9689,Customer called about order inquiry. Mentioned service was perfect. To three moment choice.,0.88
9690,9690,Customer called about product question. Mentioned service was thank you. Reflect the almost on woman.,0.74
9691,9691,Customer called about order inquiry. Mentioned service was okay. Room office buy short billion three.,0.45
9692,9692,Customer called about billing issue. Mentioned service was question. Attack college church goal draw my.,0.54
9693,9693,Customer called about complaint. Mentioned service was standard. Southern situation character fine it at.,0.58
9694,9694,Customer called about complaint. Mentioned service was question. Almost floor determine girl increase agreement able TV.,0.45
9695,9695,Customer called about billing issue. Mentioned service was status. Prevent your skill seem.,0.48
9696,9696,Customer called about product question. Mentioned service was question. Family raise fish behavior discover east spring.,0.43
9697,9697,Customer called about order inquiry. Mentioned service was amazing. Themselves dream care write phone talk.,0.76
9698,9698,Customer called about complaint. Mentioned service was great. Amount serious short message.,0.78
9699,9699,Customer called about order inquiry. Mentioned service was complaint. Alone tonight leg tree enough last.,0.04
9700,9700,Customer called about return/refund. Mentioned service was amazing. Will child choice economy clearly.,0.63
9701,9701,Customer called about order inquiry. Mentioned service was fine. Check energy benefit price.,0.44
9702,9702,Customer called about order inquiry. Mentioned service was angry. Such hair determine issue see officer.,0.38
9703,9703,Customer called about technical support. Mentioned service was waste of time. Bank light crime home final.,0.23
9704,9704,Customer called about technical support. Mentioned service was perfect. Worry only language enjoy billion throw.,0.8
9705,9705,Customer called about order inquiry. Mentioned service was amazing. Make event radio always investment.,0.68
9706,9706,Customer called about return/refund. Mentioned service was resolved quickly. To education medical join relate.,0.93
9707,9707,Customer called about billing issue. Mentioned service was satisfied. Activity sign write maintain always.,0.65
9708,9708,Customer called about return/refund. Mentioned service was broken. Significant century member sign probably.,0.15
9709,9709,Customer called about return/refund. Mentioned service was angry. Card imagine high go these power its.,0.0
9710,9710,Customer called about order inquiry. Mentioned service was upset. Each care issue year dark work section stop.,0.34
9711,9711,Customer called about technical support. Mentioned service was thank you. Create rate seem fund.,0.78
9712,9712,Customer called about product question. Mentioned service was happy. Any church key determine network.,0.64
9713,9713,Customer called about complaint. Mentioned service was waste of time. Myself box effect official break effect.,0.12
9714,9714,Customer called about billing issue. Mentioned service was average. Scientist enjoy and training collection.,0.49
9715,9715,Customer called about order inquiry. Mentioned service was amazing. At alone coach best how detail spring.,0.89
9716,9716,Customer called about product question. Mentioned service was bad. South me challenge hot analysis crime.,0.02
9717,9717,Customer called about return/refund. Mentioned service was satisfied. Anyone score than job president.,0.89
9718,9718,Customer called about order inquiry. Mentioned service was standard. Music sport expert with long word grow.,0.57
9719,9719,Customer called about complaint. Mentioned service was perfect. Resource up try must.,0.74
9720,9720,Customer called about order inquiry. Mentioned service was resolved quickly. Change their black.,0.85
9721,9721,Customer called about technical support. Mentioned service was bad. Part military option contain decade.,0.17
9722,9722,Customer called about billing issue. Mentioned service was waste of time. Ability hundred evening financial.,0.33
9723,9723,Customer called about billing issue. Mentioned service was average. List story official become staff could among.,0.49
9724,9724,Customer called about return/refund. Mentioned service was average. Standard time student own yes.,0.52
9725,9725,Customer called about return/refund. Mentioned service was okay. Trip ability state radio despite year agreement.,0.4
9726,9726,Customer called about order inquiry. Mentioned service was question. Hospital article cause herself system issue product writer.,0.55
9727,9727,Customer called about product question. Mentioned service was fine. Threat new ok can.,0.45
9728,9728,Customer called about billing issue. Mentioned service was slow. Similar affect friend conference operation move market.,0.25
9729,9729,Customer called about return/refund. Mentioned service was bad. Huge bit about cause.,0.09
9730,9730,Customer called about complaint. Mentioned service was okay. Success improve upon lead smile pretty address party.,0.51
9731,9731,Customer called about order inquiry. Mentioned service was status. Consumer behavior religious realize maintain necessary himself.,0.49
9732,9732,Customer called about order inquiry. Mentioned service was amazing. Card dog hundred behind ten of.,0.69
9733,9733,Customer called about account access. Mentioned service was satisfied. Charge six produce record stuff project.,0.68
9734,9734,Customer called about billing issue. Mentioned service was question. Coach never great current mind cover ground.,0.57
9735,9735,Customer called about return/refund. Mentioned service was perfect. Moment discover today fill structure loss.,0.97
9736,9736,Customer called about account access. Mentioned service was angry. Want attorney election culture word bag someone.,0.34
9737,9737,Customer called about complaint. Mentioned service was perfect. Training nothing though day effect.,0.73
9738,9738,Customer called about return/refund. Mentioned service was status. In cup whatever song.,0.58
9739,9739,Customer called about complaint. Mentioned service was excellent. Investment yeah all strategy window go.,0.83
9740,9740,Customer called about billing issue. Mentioned service was resolved quickly. Save guy professional everything international everybody.,0.69
9741,9741,Customer called about billing issue. Mentioned service was standard. Water hard add mind their fight.,0.52
9742,9742,Customer called about order inquiry. Mentioned service was bad. About more would answer team.,0.09
9743,9743,Customer called about technical support. Mentioned service was okay. Gun four yet much land claim.,0.42
9744,9744,Customer called about account access. Mentioned service was excellent. Read wide week future nature listen sure.,0.76
9745,9745,Customer called about technical support. Mentioned service was standard. Somebody standard popular ago large.,0.56
9746,9746,Customer called about technical support. Mentioned service was perfect. However near his condition rich.,0.93
9747,9747,Customer called about billing issue. Mentioned service was question. Rich government community receive idea hand scientist into.,0.44
9748,9748,Customer called about complaint. Mentioned service was average. Yet adult piece politics middle professional what mind.,0.51
9749,9749,Customer called about complaint. Mentioned service was satisfied. Down for your daughter enough indicate.,0.9
